created_at,user_ID,review_ID,latitude,longitude,location_ID,friend_count,follower_count,sad,happy,surprise,disgust,joy
Wed Jan 29 01:41:39 +0000 2020,111341,5484,45.51976373,-122.6770005,219316,######,##########,0.357,0.566,0.398,0.47,0.237
Wed Jan 29 01:54:11 +0000 2020,106163,5485,45.51807546,-122.6762259,120995,######,############,0.365,0.5,0.511,0.427,0.257
Wed Jan 29 01:51:52 +0000 2020,109113,5486,45.5195731,-122.6759604,66010,######,#####################,0.454,0.415,0.496,0.401,0.37
Wed Jan 29 01:58:40 +0000 2020,17675,5487,45.51968304,-122.6752448,46604,####,######################,0.447,0.417,0.501,0.456,0.325
Wed Jan 29 01:41:00 +0000 2020,121843,5488,45.51788001,-122.6749814,32381,#####,######################,0.328,0.556,0.471,0.51,0.224
Wed Jan 29 01:54:33 +0000 2020,24024,5489,45.51844308,-122.6747477,235846,######,############,0.383,0.468,0.486,0.462,0.22
Wed Jan 29 01:46:07 +0000 2020,2744,5490,45.51947706,-122.6750602,213834,#####,############,0.36,0.508,0.584,0.473,0.216
Wed Jan 29 01:45:32 +0000 2020,20753,5491,45.51947546,-122.6745303,85252,######,##########,0.33,0.496,0.465,0.487,0.146
Wed Jan 29 01:54:04 +0000 2020,61335,5492,45.51956288,-122.67484,231631,#####,#####################,0.42,0.432,0.497,0.445,0.219
Wed Jan 29 01:48:15 +0000 2020,29634,5493,45.51922948,-122.6740466,81060,#####,############,0.371,0.534,0.512,0.425,0.293
Wed Jan 29 01:44:01 +0000 2020,93967,5494,45.52009365,-122.6735294,64412,######,######################,0.37,0.464,0.591,0.504,0.269
Wed Jan 29 01:39:17 +0000 2020,73811,5495,45.52010377,-122.6735489,65217,######,############,0.448,0.466,0.506,0.429,0.284
Wed Jan 29 01:53:09 +0000 2020,21495,5496,45.52000368,-122.6744074,98423,#####,##########,0.539,0.414,0.425,0.369,0.411
Wed Jan 29 01:58:12 +0000 2020,24682,5497,45.52029275,-122.6742284,37825,######,############,0.414,0.454,0.565,0.407,0.251
Wed Jan 29 01:40:53 +0000 2020,153412,5498,45.52077917,-122.6743613,86465,#####,###########,0.472,0.459,0.378,0.363,0.337
Wed Jan 29 01:57:06 +0000 2020,78327,5499,45.52228782,-122.6816301,61630,#####,############,0.59,0.328,0.283,0.312,0.42
Wed Jan 29 01:56:38 +0000 2020,147335,5500,45.52229017,-122.6814995,44672,#####,###########,0.378,0.448,0.386,0.371,0.265
Wed Jan 29 01:45:27 +0000 2020,23609,5501,45.5249611,-122.6715481,86503,#####,###################,0.314,0.576,0.468,0.448,0.131
Wed Jan 29 01:43:30 +0000 2020,108888,5502,45.52262338,-122.6725888,26300,#####,###########,0.448,0.377,0.308,0.303,0.279
Wed Jan 29 01:58:08 +0000 2020,4611,5503,45.52262082,-122.6726133,64435,#####,############,0.372,0.513,0.515,0.508,0.282
Wed Jan 29 01:47:46 +0000 2020,14432,5504,45.52346621,-122.6704149,132693,#####,#####################,0.449,0.502,0.434,0.395,0.273
Wed Jan 29 01:52:34 +0000 2020,23063,5505,45.52329614,-122.6705316,132685,#####,#####################,0.503,0.352,0.316,0.304,0.335
Wed Jan 29 01:49:21 +0000 2020,35646,5506,45.52351037,-122.6732218,70808,#####,#####################,0.417,0.559,0.657,0.601,0.337
Wed Jan 29 01:46:04 +0000 2020,30391,5507,45.52500683,-122.6720429,281979,#####,############,0.356,0.497,0.676,0.508,0.211
Wed Jan 29 01:50:18 +0000 2020,25273,5508,45.52365319,-122.6736939,64551,#####,######################,0.33,0.597,0.601,0.485,0.188
Wed Jan 29 01:53:08 +0000 2020,162312,5509,45.52458357,-122.6730967,150521,#####,#####################,0.416,0.441,0.582,0.479,0.298
Wed Jan 29 01:42:54 +0000 2020,44092,5510,45.52379977,-122.6706952,132701,#####,##########,0.458,0.406,0.578,0.402,0.363
Wed Jan 29 01:54:18 +0000 2020,92297,5511,45.52378661,-122.6732782,132729,#####,############,0.332,0.538,0.522,0.474,0.2
Wed Jan 29 01:47:46 +0000 2020,24299,5512,45.52420943,-122.6728892,68405,#####,#####################,0.349,0.531,0.566,0.498,0.254
Wed Jan 29 01:45:52 +0000 2020,8130,5513,45.52378849,-122.6728597,132720,####,###########,0.418,0.405,0.62,0.426,0.221
Wed Jan 29 01:45:22 +0000 2020,162189,5514,45.52370667,-122.6713872,206258,####,############,0.37,0.535,0.514,0.481,0.254
Wed Jan 29 01:51:43 +0000 2020,113561,5515,45.52351037,-122.6732218,70808,######,#####################,0.338,0.532,0.465,0.445,0.238
Wed Jan 29 01:54:10 +0000 2020,53500,5516,45.52364101,-122.6714621,89608,#####,###########,0.571,0.343,0.303,0.308,0.356
Wed Jan 29 01:40:16 +0000 2020,40181,5517,45.52362312,-122.672621,132715,######,###########,0.356,0.572,0.512,0.489,0.26
Wed Jan 29 01:54:24 +0000 2020,51873,5518,45.52358996,-122.6724023,167154,#####,##########,0.354,0.625,0.51,0.534,0.209
Wed Jan 29 01:46:39 +0000 2020,11222,5519,45.52359838,-122.6721458,187595,#####,############,0.424,0.419,0.438,0.416,0.281
Wed Jan 29 01:40:13 +0000 2020,32644,5520,45.52389749,-122.6717573,132709,######,############,0.324,0.526,0.578,0.465,0.214
Wed Jan 29 01:39:20 +0000 2020,76404,5521,45.58890606,-122.593174,17165,######,##########,0.438,0.544,0.457,0.449,0.293
Wed Jan 29 01:46:50 +0000 2020,110357,5522,40.64591969,-73.7779355,17417,#####,#####################,0.399,0.422,0.613,0.497,0.206
Wed Jan 29 01:40:55 +0000 2020,67371,5523,40.76965351,-73.94842464,279776,#####,####################,0.597,0.372,0.322,0.283,0.46
Wed Jan 29 01:40:47 +0000 2020,45133,5524,40.76388134,-73.95421957,274618,######,##########,0.356,0.513,0.48,0.448,0.256
Wed Jan 29 01:58:52 +0000 2020,34129,5525,40.77093098,-73.95370278,267030,#####,############,0.388,0.507,0.553,0.488,0.312
Wed Jan 29 01:45:45 +0000 2020,38778,5526,40.77283532,-73.94018501,256210,####,############,0.24,0.683,0.591,0.547,0.134
Wed Jan 29 01:54:01 +0000 2020,40530,5527,40.77188875,-73.94091725,256207,#####,############,0.254,0.619,0.665,0.548,0.209
Wed Jan 29 01:45:18 +0000 2020,88171,5528,40.80989134,-73.95480966,167223,######,############,0.421,0.412,0.539,0.442,0.247
Wed Jan 29 01:53:21 +0000 2020,109714,5529,40.79508864,-73.97246247,180184,#####,############,0.422,0.45,0.555,0.438,0.284
Wed Jan 29 01:54:31 +0000 2020,150290,5530,40.79301645,-73.97135974,192003,#####,#####################,0.467,0.446,0.478,0.444,0.338
Wed Jan 29 01:46:30 +0000 2020,82390,5531,40.79495658,-73.97222852,215670,#####,#####################,0.331,0.552,0.507,0.442,0.192
Wed Jan 29 01:42:29 +0000 2020,110647,5532,40.793697,-73.9711687,157258,#####,############,0.348,0.464,0.746,0.551,0.333
Wed Jan 29 01:37:57 +0000 2020,73691,5533,40.79072246,-73.97258891,215451,#####,############,0.434,0.413,0.557,0.441,0.296
Wed Jan 29 01:30:55 +0000 2020,87254,5534,40.79208471,-73.97897244,87300,###,###########,0.374,0.449,0.428,0.439,0.229
Wed Jan 29 01:26:06 +0000 2020,20378,5535,40.79404058,-73.97041202,123063,#####,##########,0.308,0.497,0.615,0.439,0.22
Wed Jan 29 01:30:57 +0000 2020,25256,5536,40.7894951,-73.97577711,11735,######,#####################,0.463,0.379,0.515,0.43,0.338
Wed Jan 29 01:38:43 +0000 2020,26847,5537,40.78926913,-73.97385255,39068,#####,#####################,0.471,0.426,0.365,0.374,0.307
Wed Jan 29 01:31:12 +0000 2020,75141,5538,40.79473988,-73.9699104,180160,#####,######################,0.442,0.45,0.467,0.407,0.276
Wed Jan 29 01:23:46 +0000 2020,159959,5539,40.79592241,-73.97054155,53271,#####,###########,0.383,0.467,0.566,0.559,0.196
Wed Jan 29 01:24:58 +0000 2020,35412,5540,40.79572859,-73.9750369,203295,#####,############,0.38,0.504,0.519,0.534,0.318
Wed Jan 29 01:30:03 +0000 2020,127296,5541,40.7944045,-73.97202277,222577,####,#####################,0.467,0.421,0.615,0.468,0.329
Wed Jan 29 01:30:03 +0000 2020,28794,5542,40.7943764,-73.97213833,235206,####,#####################,0.467,0.421,0.615,0.468,0.329
Wed Jan 29 01:24:52 +0000 2020,93291,5543,40.79199665,-73.97307582,59490,#####,###########,0.478,0.439,0.431,0.386,0.311
Wed Jan 29 01:26:09 +0000 2020,76061,5544,40.79255785,-73.97302061,217259,###,###########,0.421,0.451,0.547,0.437,0.297
Wed Jan 29 01:24:44 +0000 2020,85394,5545,40.79313755,-73.97294282,162521,####,######################,0.348,0.565,0.564,0.473,0.186
Wed Jan 29 01:29:56 +0000 2020,14849,5546,40.79184103,-73.97402644,99385,#####,######################,0.559,0.278,0.475,0.377,0.355
Wed Jan 29 01:37:21 +0000 2020,94728,5547,40.79278557,-73.97315948,246701,#####,##########,0.469,0.388,0.439,0.338,0.283
Wed Jan 29 01:39:10 +0000 2020,27267,5548,40.77100776,-73.94784119,261643,#####,###########,0.58,0.374,0.276,0.286,0.456
Wed Jan 29 01:28:25 +0000 2020,28922,5549,40.76584573,-73.95724159,44683,######,###########,0.419,0.372,0.503,0.399,0.223
Wed Jan 29 01:29:09 +0000 2020,88744,5550,40.77794575,-73.95628631,151303,#####,######################,0.398,0.526,0.374,0.407,0.233
Wed Jan 29 01:35:14 +0000 2020,88917,5551,40.77086175,-73.95110306,254740,######,#####################,0.492,0.382,0.323,0.355,0.388
Wed Jan 29 01:31:57 +0000 2020,145879,5552,40.76190223,-73.95026207,12520,#####,###########,0.387,0.49,0.581,0.463,0.246
Wed Jan 29 01:24:06 +0000 2020,76632,5553,40.76997207,-73.95411117,101260,#####,############,0.452,0.377,0.436,0.405,0.308
Wed Jan 29 01:36:47 +0000 2020,27140,5554,40.76973378,-73.95439165,19706,#####,###########,0.561,0.444,0.291,0.248,0.446
Wed Jan 29 01:31:56 +0000 2020,11793,5555,40.76257671,-73.94929647,28981,#####,###########,0.438,0.494,0.642,0.469,0.266
Wed Jan 29 01:26:57 +0000 2020,15161,5556,40.76887015,-73.95524026,62405,#####,#####################,0.388,0.44,0.611,0.477,0.247
Wed Jan 29 01:29:40 +0000 2020,64720,5557,40.76891871,-73.95515319,167249,###,####################,0.442,0.409,0.472,0.376,0.302
Wed Jan 29 01:38:06 +0000 2020,31259,5558,40.76358475,-73.94784927,25369,#####,############,0.474,0.309,0.374,0.296,0.282
Wed Jan 29 01:24:16 +0000 2020,6791,5559,40.76483171,-73.9469254,23792,#####,######################,0.599,0.265,0.189,0.292,0.442
Wed Jan 29 01:27:12 +0000 2020,73669,5560,40.76570525,-73.947258,12821,####,###################,0.295,0.627,0.643,0.529,0.154
Wed Jan 29 01:32:08 +0000 2020,49198,5561,40.76823395,-73.95315415,164621,#####,####################,0.532,0.373,0.367,0.348,0.359
Wed Jan 29 01:24:15 +0000 2020,9882,5562,40.76850697,-73.95227451,67880,#####,############,0.398,0.396,0.574,0.448,0.196
Wed Jan 29 01:39:01 +0000 2020,35552,5563,40.76674655,-73.95375048,124493,######,###########,0.417,0.413,0.375,0.451,0.257
Wed Jan 29 01:33:12 +0000 2020,124018,5564,40.79435894,-73.97472544,55726,#####,###########,0.327,0.616,0.579,0.537,0.183
Wed Jan 29 01:28:34 +0000 2020,59061,5565,40.7677699,-73.96587545,112755,###,###########,0.55,0.279,0.459,0.382,0.359
Wed Jan 29 01:34:40 +0000 2020,13803,5566,40.76678397,-73.96734271,13137,#####,#####################,0.342,0.516,0.478,0.423,0.221
Wed Jan 29 01:24:46 +0000 2020,104984,5567,40.76674655,-73.95375048,124493,#####,####################,0.556,0.405,0.358,0.358,0.373
Wed Jan 29 01:27:39 +0000 2020,86223,5568,40.72324763,-73.9898622,184089,#####,#####################,0.392,0.38,0.513,0.373,0.172
Wed Jan 29 01:33:13 +0000 2020,136493,5569,40.72326506,-73.9898728,129741,######,###########,0.458,0.427,0.464,0.373,0.261
Wed Jan 29 01:29:29 +0000 2020,140984,5570,40.72352042,-73.98836982,203500,######,###########,0.573,0.346,0.32,0.333,0.4
Wed Jan 29 01:37:34 +0000 2020,14439,5571,40.72247331,-73.98779056,39862,#####,#####################,0.322,0.513,0.638,0.577,0.174
Wed Jan 29 01:33:13 +0000 2020,31185,5572,40.72210795,-73.98886213,82731,######,###########,0.426,0.421,0.525,0.468,0.309
Wed Jan 29 01:35:05 +0000 2020,47989,5573,40.72330485,-73.98831662,249339,#####,###########,0.372,0.448,0.305,0.314,0.242
Wed Jan 29 01:25:46 +0000 2020,102957,5574,40.72222982,-73.9888582,140489,######,###########,0.363,0.561,0.378,0.397,0.248
Wed Jan 29 01:30:25 +0000 2020,39249,5575,40.72225208,-73.9890548,166725,#####,#####################,0.378,0.508,0.593,0.506,0.292
Wed Jan 29 01:35:41 +0000 2020,113278,5576,40.7224667,-73.98918628,157320,######,############,0.354,0.528,0.575,0.507,0.262
Wed Jan 29 01:28:35 +0000 2020,156018,5577,40.7227362,-73.988024,197274,#####,###########,0.189,0.715,0.635,0.565,0.088
Wed Jan 29 01:29:03 +0000 2020,35261,5578,40.72304284,-73.98903656,226986,######,###########,0.497,0.384,0.493,0.406,0.293
Wed Jan 29 01:30:47 +0000 2020,2834,5579,40.72351047,-73.98843527,12579,####,###########,0.3,0.626,0.621,0.558,0.176
Wed Jan 29 01:36:49 +0000 2020,87149,5580,40.76674655,-73.95375048,124493,#####,######################,0.406,0.449,0.485,0.453,0.268
Wed Jan 29 01:37:02 +0000 2020,9911,5581,40.77155279,-73.95265791,216084,#####,###########,0.579,0.324,0.236,0.215,0.411
Wed Jan 29 01:34:17 +0000 2020,97322,5582,40.77601162,-73.94317887,37523,######,###########,0.444,0.477,0.559,0.478,0.298
Wed Jan 29 01:34:56 +0000 2020,53736,5583,40.76823395,-73.95315415,164621,######,#####################,0.458,0.427,0.464,0.373,0.261
Wed Jan 29 01:34:23 +0000 2020,2505,5584,40.77551025,-73.94430525,115548,######,##########,0.744,0.292,0.157,0.178,0.621
Wed Jan 29 01:36:12 +0000 2020,63417,5585,40.76850697,-73.95227451,67880,#####,####################,0.387,0.416,0.418,0.444,0.26
Wed Jan 29 01:23:31 +0000 2020,89008,5586,40.76358475,-73.94784927,25369,#####,############,0.378,0.493,0.598,0.49,0.248
Wed Jan 29 01:33:50 +0000 2020,14458,5587,40.76483171,-73.9469254,23792,######,##########,0.353,0.508,0.609,0.55,0.215
Wed Jan 29 01:26:41 +0000 2020,74550,5588,40.76570525,-73.947258,12821,#####,###########,0.384,0.592,0.586,0.494,0.284
Wed Jan 29 01:28:51 +0000 2020,26628,5589,40.76483171,-73.9469254,23792,#####,#####################,0.243,0.698,0.56,0.549,0.224
Wed Jan 29 01:37:04 +0000 2020,133157,5590,40.76570525,-73.947258,12821,####,######################,0.328,0.574,0.537,0.453,0.237
Wed Jan 29 01:23:39 +0000 2020,39674,5591,40.76257671,-73.94929647,28981,######,###########,0.322,0.618,0.551,0.48,0.16
Wed Jan 29 01:35:19 +0000 2020,105558,5592,40.76973378,-73.95439165,19706,#####,#####################,0.342,0.691,0.54,0.594,0.252
Wed Jan 29 01:25:23 +0000 2020,48002,5593,40.76997207,-73.95411117,101260,#####,###########,0.357,0.578,0.484,0.463,0.231
Wed Jan 29 01:35:30 +0000 2020,40186,5594,40.76190223,-73.95026207,12520,#####,###########,0.451,0.474,0.44,0.403,0.374
Wed Jan 29 01:31:33 +0000 2020,69581,5595,40.76208914,-73.94990802,22419,#####,###########,0.34,0.5,0.601,0.486,0.141
Wed Jan 29 01:26:42 +0000 2020,58513,5596,40.76584573,-73.95724159,44683,######,##########,0.496,0.396,0.402,0.369,0.294
Wed Jan 29 01:27:05 +0000 2020,7845,5597,40.77114123,-73.95335197,79240,#####,##########,0.543,0.32,0.387,0.296,0.409
Wed Jan 29 01:32:38 +0000 2020,147921,5598,40.77155279,-73.95265791,216084,######,#####################,0.382,0.492,0.522,0.509,0.281
Wed Jan 29 01:31:51 +0000 2020,120699,5599,40.77181222,-73.95361042,58382,#####,####################,0.475,0.49,0.32,0.34,0.361
Wed Jan 29 01:31:12 +0000 2020,118512,5600,40.77145425,-73.95609805,154386,######,###########,0.524,0.406,0.391,0.321,0.424
Wed Jan 29 01:28:40 +0000 2020,51656,5601,40.77185367,-73.95584292,231399,#####,#####################,0.48,0.428,0.391,0.373,0.338
Wed Jan 29 01:33:27 +0000 2020,146532,5602,40.77141744,-73.9563346,171512,######,############,0.472,0.46,0.509,0.398,0.32
Wed Jan 29 01:36:44 +0000 2020,89944,5603,40.77195112,-73.95597639,241585,######,###########,0.414,0.488,0.473,0.436,0.29
Wed Jan 29 01:38:21 +0000 2020,125543,5604,40.77123713,-73.95650146,172381,######,#####################,0.445,0.416,0.508,0.384,0.3
Wed Jan 29 01:29:06 +0000 2020,29449,5605,40.77233563,-73.95300865,64695,######,###########,0.525,0.45,0.503,0.481,0.404
Wed Jan 29 01:35:50 +0000 2020,69002,5606,40.76946846,-73.95755496,241697,####,#####################,0.507,0.307,0.413,0.338,0.383
Wed Jan 29 01:36:13 +0000 2020,26541,5607,40.77056887,-73.95693206,60745,######,###########,0.332,0.449,0.587,0.526,0.189
Wed Jan 29 01:28:52 +0000 2020,34160,5608,40.77081887,-73.95458773,51159,#####,######################,0.453,0.421,0.49,0.445,0.329
Wed Jan 29 01:16:40 +0000 2020,32960,5609,40.77794575,-73.95628631,151303,#####,############,0.416,0.434,0.515,0.471,0.257
Wed Jan 29 01:19:32 +0000 2020,27129,5610,40.76887015,-73.95524026,62405,#####,######################,0.4,0.461,0.435,0.413,0.235
Wed Jan 29 01:12:34 +0000 2020,3130,5611,40.76891871,-73.95515319,167249,#####,###########,0.564,0.373,0.45,0.298,0.448
Wed Jan 29 01:20:10 +0000 2020,22227,5612,40.76483171,-73.9469254,23792,#####,######################,0.331,0.598,0.608,0.54,0.255
Wed Jan 29 01:23:08 +0000 2020,110575,5613,40.76570525,-73.947258,12821,#####,##########,0.4,0.533,0.522,0.467,0.229
Wed Jan 29 01:18:32 +0000 2020,17408,5614,40.76823395,-73.95315415,164621,#####,############,0.505,0.33,0.247,0.344,0.263
Wed Jan 29 01:20:31 +0000 2020,16063,5615,40.76850697,-73.95227451,67880,#####,#####################,0.219,0.608,0.792,0.63,0.177
Wed Jan 29 01:20:24 +0000 2020,27673,5616,40.76674655,-73.95375048,124493,####,#####################,0.244,0.736,0.618,0.56,0.199
Wed Jan 29 01:18:54 +0000 2020,11461,5617,40.76997207,-73.95411117,101260,######,###########,0.247,0.705,0.654,0.556,0.124
Wed Jan 29 01:05:03 +0000 2020,78507,5618,40.76570525,-73.947258,12821,#####,#####################,0.397,0.483,0.435,0.441,0.301
Wed Jan 29 01:08:48 +0000 2020,117220,5619,40.76887015,-73.95524026,62405,######,############,0.459,0.436,0.441,0.394,0.365
Wed Jan 29 01:06:20 +0000 2020,86106,5620,40.76891871,-73.95515319,167249,#####,###########,0.433,0.448,0.526,0.41,0.292
Wed Jan 29 01:20:50 +0000 2020,34920,5621,40.76358475,-73.94784927,25369,#####,###########,0.432,0.506,0.572,0.429,0.289
Wed Jan 29 01:18:11 +0000 2020,44959,5622,40.76483171,-73.9469254,23792,#####,############,0.396,0.399,0.499,0.465,0.171
Wed Jan 29 01:05:43 +0000 2020,96423,5623,40.76823395,-73.95315415,164621,######,##########,0.288,0.445,0.755,0.554,0.238
Wed Jan 29 01:17:00 +0000 2020,21314,5624,40.76850697,-73.95227451,67880,######,##########,0.468,0.48,0.491,0.43,0.392
Wed Jan 29 01:06:33 +0000 2020,160864,5625,40.76674655,-73.95375048,124493,######,#########,0.345,0.485,0.553,0.494,0.224
Wed Jan 29 01:18:51 +0000 2020,79034,5626,40.77181222,-73.95361042,58382,###,###########,0.543,0.261,0.221,0.297,0.397
Wed Jan 29 01:08:17 +0000 2020,13357,5627,40.77081887,-73.95458773,51159,####,######################,0.528,0.4,0.383,0.338,0.442
Wed Jan 29 01:22:12 +0000 2020,17607,5628,40.78142898,-73.97974223,118849,#####,############,0.602,0.341,0.194,0.262,0.457
Wed Jan 29 01:22:32 +0000 2020,18309,5629,40.78088264,-73.98157954,85737,######,##########,0.376,0.444,0.585,0.475,0.211
Wed Jan 29 01:08:54 +0000 2020,52040,5630,40.78096162,-73.98135115,131865,#####,############,0.378,0.388,0.525,0.461,0.229
Wed Jan 29 01:22:40 +0000 2020,52935,5631,40.78081968,-73.98112625,228756,######,##########,0.49,0.38,0.337,0.322,0.325
Wed Jan 29 01:05:46 +0000 2020,51256,5632,40.77931664,-73.98127206,142529,#####,###########,0.576,0.332,0.3,0.256,0.437
Wed Jan 29 01:11:19 +0000 2020,2610,5633,40.7718725,-73.98178339,77042,#####,###########,0.417,0.346,0.601,0.468,0.206
Wed Jan 29 01:07:28 +0000 2020,106027,5634,40.77154749,-73.98251832,147947,#####,############,0.405,0.476,0.569,0.427,0.243
Wed Jan 29 01:17:55 +0000 2020,136392,5635,40.77123975,-73.98229019,152115,#####,######################,0.331,0.572,0.562,0.502,0.277
Wed Jan 29 01:19:06 +0000 2020,53863,5636,40.77289626,-73.98479819,96896,######,###########,0.485,0.318,0.422,0.308,0.264
Wed Jan 29 01:20:15 +0000 2020,15288,5637,40.77119382,-73.98169162,36049,######,######################,0.521,0.429,0.43,0.42,0.445
Wed Jan 29 01:19:46 +0000 2020,53263,5638,40.76926273,-73.9821125,47282,#####,#####################,0.491,0.38,0.373,0.326,0.331
Wed Jan 29 01:06:01 +0000 2020,7551,5639,40.7686955,-73.98326397,37502,#####,##########,0.395,0.495,0.579,0.473,0.298
Wed Jan 29 01:21:14 +0000 2020,141378,5640,40.76844361,-73.98284554,48691,######,############,0.332,0.451,0.566,0.458,0.212
Wed Jan 29 01:13:31 +0000 2020,64531,5641,40.76832173,-73.9826417,161753,######,###########,0.393,0.511,0.482,0.43,0.27
Wed Jan 29 01:04:42 +0000 2020,63779,5642,40.769205,-73.98217381,40328,#####,###########,0.342,0.503,0.616,0.547,0.229
Wed Jan 29 01:08:29 +0000 2020,36528,5643,40.76895647,-73.98240299,224770,######,##########,0.388,0.454,0.556,0.375,0.235
Wed Jan 29 01:08:50 +0000 2020,17779,5644,40.76816734,-73.98166537,11828,#####,############,0.427,0.454,0.546,0.446,0.243
Wed Jan 29 01:10:39 +0000 2020,132329,5645,40.76739135,-73.9814347,110749,#####,#####################,0.448,0.394,0.446,0.43,0.288
Wed Jan 29 01:08:29 +0000 2020,47689,5646,40.76801699,-73.98173063,197000,#####,#####################,0.328,0.462,0.764,0.629,0.231
Wed Jan 29 01:16:59 +0000 2020,51622,5647,40.76581603,-73.97660085,36585,#####,############,0.531,0.417,0.423,0.367,0.396
Wed Jan 29 01:16:58 +0000 2020,97467,5648,40.76474587,-73.97647263,195856,#####,############,0.382,0.473,0.565,0.512,0.236
Wed Jan 29 01:13:15 +0000 2020,24963,5649,40.76388299,-73.97551256,124542,######,######################,0.495,0.429,0.388,0.376,0.34
Wed Jan 29 01:17:54 +0000 2020,39518,5650,40.76534805,-73.97714461,226156,#####,##########,0.505,0.432,0.402,0.354,0.428
Wed Jan 29 01:14:00 +0000 2020,91883,5651,40.76506106,-73.97649331,190541,#####,##########,0.421,0.428,0.45,0.382,0.252
Wed Jan 29 01:15:23 +0000 2020,27797,5652,40.7653717,-73.97628023,93160,####,############,0.439,0.419,0.51,0.383,0.337
Wed Jan 29 01:23:18 +0000 2020,1614,5653,40.76341858,-73.97766538,75909,#####,##########,0.497,0.424,0.445,0.388,0.38
Wed Jan 29 01:14:22 +0000 2020,30698,5654,40.76377069,-73.97764748,142741,#######,###########,0.377,0.586,0.377,0.408,0.325
Wed Jan 29 01:18:02 +0000 2020,106501,5655,40.76776722,-73.95890568,45290,#####,###########,0.444,0.422,0.616,0.47,0.263
Wed Jan 29 01:06:33 +0000 2020,121763,5656,40.77794575,-73.95628631,151303,#####,#####################,0.537,0.363,0.386,0.31,0.3
Wed Jan 29 01:17:39 +0000 2020,151491,5657,40.76997207,-73.95411117,101260,#####,######################,0.425,0.443,0.442,0.423,0.349
Wed Jan 29 01:10:25 +0000 2020,100617,5658,40.76356992,-73.95909941,29974,#####,##########,0.467,0.454,0.48,0.38,0.239
Wed Jan 29 01:06:01 +0000 2020,119285,5659,40.76411372,-73.9587288,173601,####,###########,0.512,0.325,0.345,0.346,0.301
Wed Jan 29 01:10:48 +0000 2020,56453,5660,40.76584573,-73.95724159,44683,#####,############,0.553,0.378,0.29,0.313,0.444
Wed Jan 29 01:11:28 +0000 2020,2963,5661,40.76517173,-73.93174025,139917,#####,############,0.42,0.411,0.361,0.358,0.269
Wed Jan 29 01:15:58 +0000 2020,84989,5662,40.77114123,-73.95335197,79240,#####,############,0.482,0.405,0.36,0.354,0.35
Wed Jan 29 01:07:38 +0000 2020,54321,5663,40.77391187,-73.95132422,97036,######,##########,0.333,0.541,0.601,0.47,0.213
Wed Jan 29 01:22:20 +0000 2020,18511,5664,40.77282455,-73.95226203,67036,######,#####################,0.617,0.331,0.329,0.306,0.491
Wed Jan 29 01:08:18 +0000 2020,4894,5665,40.7763058,-73.94675718,115573,#####,##########,0.351,0.557,0.534,0.495,0.272
Wed Jan 29 01:07:19 +0000 2020,5566,5666,40.776099,-73.94677384,119071,####,#####################,0.443,0.422,0.516,0.437,0.235
Wed Jan 29 01:11:41 +0000 2020,34552,5667,40.77155279,-73.95265791,216084,######,##########,0.486,0.407,0.296,0.345,0.315
Wed Jan 29 01:04:44 +0000 2020,75038,5668,40.775976,-73.94698446,115631,#####,#####################,0.343,0.61,0.531,0.507,0.211
Wed Jan 29 01:22:49 +0000 2020,93763,5669,40.77601162,-73.94317887,37523,####,#####################,0.399,0.459,0.475,0.407,0.266
Wed Jan 29 01:22:36 +0000 2020,151677,5670,40.77551025,-73.94430525,115548,####,#####################,0.416,0.472,0.492,0.458,0.22
Wed Jan 29 01:10:36 +0000 2020,101750,5671,40.76887015,-73.95524026,62405,#####,###########,0.454,0.457,0.48,0.448,0.301
Wed Jan 29 01:18:16 +0000 2020,6341,5672,40.76891871,-73.95515319,167249,######,######################,0.347,0.515,0.638,0.511,0.147
Wed Jan 29 01:14:48 +0000 2020,11623,5673,40.76823395,-73.95315415,164621,#####,#####################,0.586,0.309,0.218,0.3,0.469
Wed Jan 29 01:06:52 +0000 2020,55042,5674,40.76850697,-73.95227451,67880,#####,#####################,0.282,0.633,0.59,0.511,0.09
Wed Jan 29 01:19:16 +0000 2020,40328,5675,40.76674655,-73.95375048,124493,#####,#####################,0.26,0.767,0.55,0.549,0.234
Wed Jan 29 01:19:00 +0000 2020,75443,5676,40.72018272,-73.98832637,143250,#####,##########,0.364,0.513,0.542,0.472,0.227
Wed Jan 29 01:13:50 +0000 2020,12708,5677,40.719578,-73.98720665,155967,####,#####################,0.509,0.426,0.511,0.392,0.336
Wed Jan 29 01:12:15 +0000 2020,56142,5678,40.71991767,-73.98778135,142984,#####,##########,0.398,0.434,0.54,0.458,0.294
Wed Jan 29 01:08:43 +0000 2020,63849,5679,40.7200991,-73.98830918,210734,#####,######################,0.457,0.437,0.444,0.391,0.287
Wed Jan 29 01:13:13 +0000 2020,20979,5680,40.71997989,-73.98786716,102806,#####,############,0.45,0.484,0.589,0.482,0.334
Wed Jan 29 01:20:18 +0000 2020,112131,5681,40.719578,-73.98720665,155971,#####,#####################,0.391,0.469,0.601,0.57,0.268
Wed Jan 29 01:11:10 +0000 2020,16893,5682,40.71773628,-73.98979635,44402,#####,###########,0.461,0.43,0.494,0.474,0.395
Wed Jan 29 01:12:50 +0000 2020,39365,5683,40.71893552,-73.98701684,133417,#####,#####################,0.48,0.403,0.338,0.389,0.334
